Site,Sample_Type,Rep,Dilution,Substrate,Time,Absorbance
Clear_Creek,Water,3,0.1,Glycyl-L-Glutamic Acid,24,0.014
Clear_Creek,Water,3,0.1,Glycyl-L-Glutamic Acid,48,0.339
Clear_Creek,Water,3,0.1,Glycyl-L-Glutamic Acid,144,1.009
Clear_Creek,Water,3,0.1,D-Cellobiose,24,0.177
Clear_Creek,Water,3,0.1,D-Cellobiose,48,1.248
Clear_Creek,Water,3,0.1,D-Cellobiose,144,2.145
Clear_Creek,Water,3,0.1,Glucose-1-Phosphate,24,0.033
Clear_Creek,Water,3,0.1,Glucose-1-Phosphate,48,0.481
Clear_Creek,Water,3,0.1,Glucose-1-Phosphate,144,1.197
Clear_Creek,Water,3,0.1,α-Ketobutyric Acid,24,0.025
Clear_Creek,Water,3,0.1,α-Ketobutyric Acid,48,0.072
Clear_Creek,Water,3,0.1,α-Ketobutyric Acid,144,0.1
Clear_Creek,Water,3,0.1,Phenylethylamine,24,0.04
Clear_Creek,Water,3,0.1,Phenylethylamine,48,0.031
Clear_Creek,Water,3,0.1,Phenylethylamine,144,0.046
Clear_Creek,Water,3,0.1,α-D-Lactose,24,0.01
Clear_Creek,Water,3,0.1,α-D-Lactose,48,0.045
Clear_Creek,Water,3,0.1,α-D-Lactose,144,0.319
Clear_Creek,Water,3,0.1,D.L -α-Glycerol Phosphate,24,0
Clear_Creek,Water,3,0.1,D.L -α-Glycerol Phosphate,48,0.005
Clear_Creek,Water,3,0.1,D.L -α-Glycerol Phosphate,144,0.065
Clear_Creek,Water,3,0.1,D-Mallic Acid,24,0.041
Clear_Creek,Water,3,0.1,D-Mallic Acid,48,0.264
Clear_Creek,Water,3,0.1,D-Mallic Acid,144,0.153
Clear_Creek,Water,3,0.1,Putrescine,24,0.012
Clear_Creek,Water,3,0.1,Putrescine,48,0.017
Clear_Creek,Water,3,0.1,Putrescine,144,0.054
Soil_1,Soil,1,0.001,Water,24,0
Soil_1,Soil,1,0.001,Water,48,0
Soil_1,Soil,1,0.001,Water,144,0
Soil_1,Soil,1,0.001,β-Methyl-D- Glucoside,24,0.01
Soil_1,Soil,1,0.001,β-Methyl-D- Glucoside,48,0.813
Soil_1,Soil,1,0.001,β-Methyl-D- Glucoside,144,0.75
Soil_1,Soil,1,0.001,D-Galactonic Acid γ-Lactone,24,0.07
Soil_1,Soil,1,0.001,D-Galactonic Acid γ-Lactone,48,0.708
Soil_1,Soil,1,0.001,D-Galactonic Acid γ-Lactone,144,0.454
Soil_1,Soil,1,0.001,L-Arginine,24,0.003
Soil_1,Soil,1,0.001,L-Arginine,48,0.001
Soil_1,Soil,1,0.001,L-Arginine,144,1.421
Soil_1,Soil,1,0.001,Pyruvic Acid Methyl Ester,24,0
Soil_1,Soil,1,0.001,Pyruvic Acid Methyl Ester,48,0.313
Soil_1,Soil,1,0.001,Pyruvic Acid Methyl Ester,144,0.904
Soil_1,Soil,1,0.001,D-Xylose,24,0
Soil_1,Soil,1,0.001,D-Xylose,48,0
Soil_1,Soil,1,0.001,D-Xylose,144,2.182
Soil_1,Soil,1,0.001,D-Galacturonic Acid,24,0.016
Soil_1,Soil,1,0.001,D-Galacturonic Acid,48,1.883
Soil_1,Soil,1,0.001,D-Galacturonic Acid,144,1.905
Soil_1,Soil,1,0.001,L-Asparganine,24,0.037
Soil_1,Soil,1,0.001,L-Asparganine,48,0.868
Soil_1,Soil,1,0.001,L-Asparganine,144,2.217
Soil_1,Soil,1,0.001,Tween 40,24,0
Soil_1,Soil,1,0.001,Tween 40,48,0.226
Soil_1,Soil,1,0.001,Tween 40,144,2.304
Soil_1,Soil,1,0.001,i-Erythitol,24,0.001
Soil_1,Soil,1,0.001,i-Erythitol,48,0
Soil_1,Soil,1,0.001,i-Erythitol,144,2.008
Soil_1,Soil,1,0.001,2-Hydroxy Benzoic Acid,24,0.099
Soil_1,Soil,1,0.001,2-Hydroxy Benzoic Acid,48,0
Soil_1,Soil,1,0.001,2-Hydroxy Benzoic Acid,144,1.809
Soil_1,Soil,1,0.001,L-Phenylalanine,24,0.153
Soil_1,Soil,1,0.001,L-Phenylalanine,48,0.228
Soil_1,Soil,1,0.001,L-Phenylalanine,144,2.525
Soil_1,Soil,1,0.001,Tween 80,24,0.138
Soil_1,Soil,1,0.001,Tween 80,48,0.028
Soil_1,Soil,1,0.001,Tween 80,144,1.396
Soil_1,Soil,1,0.001,D-Mannitol,24,0.032
Soil_1,Soil,1,0.001,D-Mannitol,48,0.7
Soil_1,Soil,1,0.001,D-Mannitol,144,2.864
Soil_1,Soil,1,0.001,4-Hydroxy Benzoic Acid,24,0.179
Soil_1,Soil,1,0.001,4-Hydroxy Benzoic Acid,48,0.116
Soil_1,Soil,1,0.001,4-Hydroxy Benzoic Acid,144,1.936
Soil_1,Soil,1,0.001,L-Serine,24,0.185
Soil_1,Soil,1,0.001,L-Serine,48,0.944
Soil_1,Soil,1,0.001,L-Serine,144,2.082
Soil_1,Soil,1,0.001,α-Cyclodextrin,24,0
Soil_1,Soil,1,0.001,α-Cyclodextrin,48,0
Soil_1,Soil,1,0.001,α-Cyclodextrin,144,1.794
Soil_1,Soil,1,0.001,N-Acetyl-D-Glucosamine,24,0.179
Soil_1,Soil,1,0.001,N-Acetyl-D-Glucosamine,48,1.832
Soil_1,Soil,1,0.001,N-Acetyl-D-Glucosamine,144,2.319
Soil_1,Soil,1,0.001,γ-Hydroxybutyric Acid,24,0.233
Soil_1,Soil,1,0.001,γ-Hydroxybutyric Acid,48,0.125
Soil_1,Soil,1,0.001,γ-Hydroxybutyric Acid,144,0.191
Soil_1,Soil,1,0.001,L-Threonine,24,0.066
Soil_1,Soil,1,0.001,L-Threonine,48,0
Soil_1,Soil,1,0.001,L-Threonine,144,2.413
Soil_1,Soil,1,0.001,Glycogen,24,0.026
Soil_1,Soil,1,0.001,Glycogen,48,0
Soil_1,Soil,1,0.001,Glycogen,144,0.458
Soil_1,Soil,1,0.001,D-Glucosaminic Acid,24,0
Soil_1,Soil,1,0.001,D-Glucosaminic Acid,48,0.013
Soil_1,Soil,1,0.001,D-Glucosaminic Acid,144,1.666
Soil_1,Soil,1,0.001,Itaconic Acid,24,0.059
Soil_1,Soil,1,0.001,Itaconic Acid,48,0
Soil_1,Soil,1,0.001,Itaconic Acid,144,2.138
Soil_1,Soil,1,0.001,Glycyl-L-Glutamic Acid,24,0.277
Soil_1,Soil,1,0.001,Glycyl-L-Glutamic Acid,48,0.175
Soil_1,Soil,1,0.001,Glycyl-L-Glutamic Acid,144,2.5
Soil_1,Soil,1,0.001,D-Cellobiose,24,0.002
Soil_1,Soil,1,0.001,D-Cellobiose,48,1.183
Soil_1,Soil,1,0.001,D-Cellobiose,144,1.232
Soil_1,Soil,1,0.001,Glucose-1-Phosphate,24,0.086
Soil_1,Soil,1,0.001,Glucose-1-Phosphate,48,1.035
Soil_1,Soil,1,0.001,Glucose-1-Phosphate,144,1.555
Soil_1,Soil,1,0.001,α-Ketobutyric Acid,24,0.004
Soil_1,Soil,1,0.001,α-Ketobutyric Acid,48,0.089
Soil_1,Soil,1,0.001,α-Ketobutyric Acid,144,2.224
Soil_1,Soil,1,0.001,Phenylethylamine,24,0.031
Soil_1,Soil,1,0.001,Phenylethylamine,48,0
Soil_1,Soil,1,0.001,Phenylethylamine,144,1.871
Soil_1,Soil,1,0.001,α-D-Lactose,24,0
Soil_1,Soil,1,0.001,α-D-Lactose,48,0
Soil_1,Soil,1,0.001,α-D-Lactose,144,1.462
Soil_1,Soil,1,0.001,D.L -α-Glycerol Phosphate,24,0.005
Soil_1,Soil,1,0.001,D.L -α-Glycerol Phosphate,48,0
Soil_1,Soil,1,0.001,D.L -α-Glycerol Phosphate,144,0.286
Soil_1,Soil,1,0.001,D-Mallic Acid,24,0
Soil_1,Soil,1,0.001,D-Mallic Acid,48,0
Soil_1,Soil,1,0.001,D-Mallic Acid,144,0.225
Soil_1,Soil,1,0.001,Putrescine,24,0
Soil_1,Soil,1,0.001,Putrescine,48,0.075
Soil_1,Soil,1,0.001,Putrescine,144,0.365
Soil_1,Soil,1,0.01,Water,24,0
Soil_1,Soil,1,0.01,Water,48,0
Soil_1,Soil,1,0.01,Water,144,0
Soil_1,Soil,1,0.01,β-Methyl-D- Glucoside,24,0
Soil_1,Soil,1,0.01,β-Methyl-D- Glucoside,48,0.764
Soil_1,Soil,1,0.01,β-Methyl-D- Glucoside,144,0.517
Soil_1,Soil,1,0.01,D-Galactonic Acid γ-Lactone,24,0
Soil_1,Soil,1,0.01,D-Galactonic Acid γ-Lactone,48,0.504
Soil_1,Soil,1,0.01,D-Galactonic Acid γ-Lactone,144,0.778
Soil_1,Soil,1,0.01,L-Arginine,24,0
Soil_1,Soil,1,0.01,L-Arginine,48,0.371
Soil_1,Soil,1,0.01,L-Arginine,144,0.347
Soil_1,Soil,1,0.01,Pyruvic Acid Methyl Ester,24,0.053
Soil_1,Soil,1,0.01,Pyruvic Acid Methyl Ester,48,0
Soil_1,Soil,1,0.01,Pyruvic Acid Methyl Ester,144,1.076
Soil_1,Soil,1,0.01,D-Xylose,24,0.021
Soil_1,Soil,1,0.01,D-Xylose,48,0.024
Soil_1,Soil,1,0.01,D-Xylose,144,1.815
Soil_1,Soil,1,0.01,D-Galacturonic Acid,24,0.076
Soil_1,Soil,1,0.01,D-Galacturonic Acid,48,1.509
Soil_1,Soil,1,0.01,D-Galacturonic Acid,144,1.742
Soil_1,Soil,1,0.01,L-Asparganine,24,0.001
Soil_1,Soil,1,0.01,L-Asparganine,48,1.704
Soil_1,Soil,1,0.01,L-Asparganine,144,1.783
Soil_1,Soil,1,0.01,Tween 40,24,0.205
Soil_1,Soil,1,0.01,Tween 40,48,0.307
Soil_1,Soil,1,0.01,Tween 40,144,1.681
Soil_1,Soil,1,0.01,i-Erythitol,24,0.044
Soil_1,Soil,1,0.01,i-Erythitol,48,0.027
Soil_1,Soil,1,0.01,i-Erythitol,144,0.905
Soil_1,Soil,1,0.01,2-Hydroxy Benzoic Acid,24,0
Soil_1,Soil,1,0.01,2-Hydroxy Benzoic Acid,48,0
Soil_1,Soil,1,0.01,2-Hydroxy Benzoic Acid,144,0.565
Soil_1,Soil,1,0.01,L-Phenylalanine,24,0.154
Soil_1,Soil,1,0.01,L-Phenylalanine,48,0
Soil_1,Soil,1,0.01,L-Phenylalanine,144,1.994
Soil_1,Soil,1,0.01,Tween 80,24,0.114
Soil_1,Soil,1,0.01,Tween 80,48,0.161
Soil_1,Soil,1,0.01,Tween 80,144,1.357
Soil_1,Soil,1,0.01,D-Mannitol,24,0.03
Soil_1,Soil,1,0.01,D-Mannitol,48,1.242
Soil_1,Soil,1,0.01,D-Mannitol,144,2.223
Soil_1,Soil,1,0.01,4-Hydroxy Benzoic Acid,24,0.1
Soil_1,Soil,1,0.01,4-Hydroxy Benzoic Acid,48,0.738
Soil_1,Soil,1,0.01,4-Hydroxy Benzoic Acid,144,1.736
Soil_1,Soil,1,0.01,L-Serine,24,0.138
Soil_1,Soil,1,0.01,L-Serine,48,0.719
Soil_1,Soil,1,0.01,L-Serine,144,1.608
Soil_1,Soil,1,0.01,α-Cyclodextrin,24,0.184
Soil_1,Soil,1,0.01,α-Cyclodextrin,48,0.143
Soil_1,Soil,1,0.01,α-Cyclodextrin,144,1.632
Soil_1,Soil,1,0.01,N-Acetyl-D-Glucosamine,24,0.146
Soil_1,Soil,1,0.01,N-Acetyl-D-Glucosamine,48,1.763
Soil_1,Soil,1,0.01,N-Acetyl-D-Glucosamine,144,1.999
Soil_1,Soil,1,0.01,γ-Hydroxybutyric Acid,24,0.216
Soil_1,Soil,1,0.01,γ-Hydroxybutyric Acid,48,0.258
Soil_1,Soil,1,0.01,γ-Hydroxybutyric Acid,144,0.24
Soil_1,Soil,1,0.01,L-Threonine,24,0.209
Soil_1,Soil,1,0.01,L-Threonine,48,0
Soil_1,Soil,1,0.01,L-Threonine,144,1.268
Soil_1,Soil,1,0.01,Glycogen,24,0.315
Soil_1,Soil,1,0.01,Glycogen,48,0.269
Soil_1,Soil,1,0.01,Glycogen,144,1.954
Soil_1,Soil,1,0.01,D-Glucosaminic Acid,24,0.187
Soil_1,Soil,1,0.01,D-Glucosaminic Acid,48,0.029
Soil_1,Soil,1,0.01,D-Glucosaminic Acid,144,1.819
Soil_1,Soil,1,0.01,Itaconic Acid,24,0.185
Soil_1,Soil,1,0.01,Itaconic Acid,48,0.795
Soil_1,Soil,1,0.01,Itaconic Acid,144,1.704
Soil_1,Soil,1,0.01,Glycyl-L-Glutamic Acid,24,0.227
Soil_1,Soil,1,0.01,Glycyl-L-Glutamic Acid,48,0
Soil_1,Soil,1,0.01,Glycyl-L-Glutamic Acid,144,2.077
Soil_1,Soil,1,0.01,D-Cellobiose,24,0.155
Soil_1,Soil,1,0.01,D-Cellobiose,48,1.427
Soil_1,Soil,1,0.01,D-Cellobiose,144,1.619
Soil_1,Soil,1,0.01,Glucose-1-Phosphate,24,0.031
Soil_1,Soil,1,0.01,Glucose-1-Phosphate,48,0
Soil_1,Soil,1,0.01,Glucose-1-Phosphate,144,0.937
Soil_1,Soil,1,0.01,α-Ketobutyric Acid,24,0.041
Soil_1,Soil,1,0.01,α-Ketobutyric Acid,48,0
Soil_1,Soil,1,0.01,α-Ketobutyric Acid,144,1.353
Soil_1,Soil,1,0.01,Phenylethylamine,24,0.038
Soil_1,Soil,1,0.01,Phenylethylamine,48,0
Soil_1,Soil,1,0.01,Phenylethylamine,144,2.278
Soil_1,Soil,1,0.01,α-D-Lactose,24,0.003
Soil_1,Soil,1,0.01,α-D-Lactose,48,0
Soil_1,Soil,1,0.01,α-D-Lactose,144,1.626
Soil_1,Soil,1,0.01,D.L -α-Glycerol Phosphate,24,0.02
Soil_1,Soil,1,0.01,D.L -α-Glycerol Phosphate,48,0.07
Soil_1,Soil,1,0.01,D.L -α-Glycerol Phosphate,144,0.565
Soil_1,Soil,1,0.01,D-Mallic Acid,24,0.005
Soil_1,Soil,1,0.01,D-Mallic Acid,48,0.612
Soil_1,Soil,1,0.01,D-Mallic Acid,144,0.672
Soil_1,Soil,1,0.01,Putrescine,24,0.006
Soil_1,Soil,1,0.01,Putrescine,48,1.011
Soil_1,Soil,1,0.01,Putrescine,144,0.749
Soil_1,Soil,1,0.1,Water,24,0
Soil_1,Soil,1,0.1,Water,48,0
Soil_1,Soil,1,0.1,Water,144,0
Soil_1,Soil,1,0.1,β-Methyl-D- Glucoside,24,0.004
Soil_1,Soil,1,0.1,β-Methyl-D- Glucoside,48,0.092
Soil_1,Soil,1,0.1,β-Methyl-D- Glucoside,144,0.052
Soil_1,Soil,1,0.1,D-Galactonic Acid γ-Lactone,24,0.008
Soil_1,Soil,1,0.1,D-Galactonic Acid γ-Lactone,48,0.194
Soil_1,Soil,1,0.1,D-Galactonic Acid γ-Lactone,144,0.174
Soil_1,Soil,1,0.1,L-Arginine,24,0.003
Soil_1,Soil,1,0.1,L-Arginine,48,0.609
Soil_1,Soil,1,0.1,L-Arginine,144,0.396
Soil_1,Soil,1,0.1,Pyruvic Acid Methyl Ester,24,0.002
Soil_1,Soil,1,0.1,Pyruvic Acid Methyl Ester,48,0.537
Soil_1,Soil,1,0.1,Pyruvic Acid Methyl Ester,144,0.656
Soil_1,Soil,1,0.1,D-Xylose,24,0.011
Soil_1,Soil,1,0.1,D-Xylose,48,0.251
Soil_1,Soil,1,0.1,D-Xylose,144,0.36
Soil_1,Soil,1,0.1,D-Galacturonic Acid,24,0.047
Soil_1,Soil,1,0.1,D-Galacturonic Acid,48,0.494
Soil_1,Soil,1,0.1,D-Galacturonic Acid,144,0.161
Soil_1,Soil,1,0.1,L-Asparganine,24,0.001
Soil_1,Soil,1,0.1,L-Asparganine,48,0.851
Soil_1,Soil,1,0.1,L-Asparganine,144,0.877
Soil_1,Soil,1,0.1,Tween 40,24,0.123
Soil_1,Soil,1,0.1,Tween 40,48,0
Soil_1,Soil,1,0.1,Tween 40,144,0.829
Soil_1,Soil,1,0.1,i-Erythitol,24,0.007
Soil_1,Soil,1,0.1,i-Erythitol,48,0.106
Soil_1,Soil,1,0.1,i-Erythitol,144,0.904
Soil_1,Soil,1,0.1,2-Hydroxy Benzoic Acid,24,0
Soil_1,Soil,1,0.1,2-Hydroxy Benzoic Acid,48,0
Soil_1,Soil,1,0.1,2-Hydroxy Benzoic Acid,144,0
Soil_1,Soil,1,0.1,L-Phenylalanine,24,0
Soil_1,Soil,1,0.1,L-Phenylalanine,48,0
Soil_1,Soil,1,0.1,L-Phenylalanine,144,0.31
Soil_1,Soil,1,0.1,Tween 80,24,0.476
Soil_1,Soil,1,0.1,Tween 80,48,0.342
Soil_1,Soil,1,0.1,Tween 80,144,1.134
Soil_1,Soil,1,0.1,D-Mannitol,24,0.023
Soil_1,Soil,1,0.1,D-Mannitol,48,0.565
Soil_1,Soil,1,0.1,D-Mannitol,144,1.423
Soil_1,Soil,1,0.1,4-Hydroxy Benzoic Acid,24,0.018
Soil_1,Soil,1,0.1,4-Hydroxy Benzoic Acid,48,0.288
Soil_1,Soil,1,0.1,4-Hydroxy Benzoic Acid,144,0.845
Soil_1,Soil,1,0.1,L-Serine,24,0.003
Soil_1,Soil,1,0.1,L-Serine,48,0
Soil_1,Soil,1,0.1,L-Serine,144,0.323
Soil_1,Soil,1,0.1,α-Cyclodextrin,24,0.138
Soil_1,Soil,1,0.1,α-Cyclodextrin,48,0.266
Soil_1,Soil,1,0.1,α-Cyclodextrin,144,0.637
Soil_1,Soil,1,0.1,N-Acetyl-D-Glucosamine,24,0.094
Soil_1,Soil,1,0.1,N-Acetyl-D-Glucosamine,48,0.677
Soil_1,Soil,1,0.1,N-Acetyl-D-Glucosamine,144,1.384
Soil_1,Soil,1,0.1,γ-Hydroxybutyric Acid,24,0.035
Soil_1,Soil,1,0.1,γ-Hydroxybutyric Acid,48,0.129
Soil_1,Soil,1,0.1,γ-Hydroxybutyric Acid,144,0.13
Soil_1,Soil,1,0.1,L-Threonine,24,0.001
Soil_1,Soil,1,0.1,L-Threonine,48,0
Soil_1,Soil,1,0.1,L-Threonine,144,0.766
Soil_1,Soil,1,0.1,Glycogen,24,0.184
Soil_1,Soil,1,0.1,Glycogen,48,0.41
Soil_1,Soil,1,0.1,Glycogen,144,1.117
Soil_1,Soil,1,0.1,D-Glucosaminic Acid,24,0.076
Soil_1,Soil,1,0.1,D-Glucosaminic Acid,48,0.331
Soil_1,Soil,1,0.1,D-Glucosaminic Acid,144,1.141
Soil_1,Soil,1,0.1,Itaconic Acid,24,0.029
Soil_1,Soil,1,0.1,Itaconic Acid,48,0.615
Soil_1,Soil,1,0.1,Itaconic Acid,144,1.584
Soil_1,Soil,1,0.1,Glycyl-L-Glutamic Acid,24,0.001
Soil_1,Soil,1,0.1,Glycyl-L-Glutamic Acid,48,0
Soil_1,Soil,1,0.1,Glycyl-L-Glutamic Acid,144,0.083
Soil_1,Soil,1,0.1,D-Cellobiose,24,0.109
Soil_1,Soil,1,0.1,D-Cellobiose,48,0.934
Soil_1,Soil,1,0.1,D-Cellobiose,144,1.628
Soil_1,Soil,1,0.1,Glucose-1-Phosphate,24,0.052
Soil_1,Soil,1,0.1,Glucose-1-Phosphate,48,0.298
Soil_1,Soil,1,0.1,Glucose-1-Phosphate,144,0.571
Soil_1,Soil,1,0.1,α-Ketobutyric Acid,24,0.038
Soil_1,Soil,1,0.1,α-Ketobutyric Acid,48,0
Soil_1,Soil,1,0.1,α-Ketobutyric Acid,144,0.483
Soil_1,Soil,1,0.1,Phenylethylamine,24,0.003
Soil_1,Soil,1,0.1,Phenylethylamine,48,0
Soil_1,Soil,1,0.1,Phenylethylamine,144,0
Soil_1,Soil,1,0.1,α-D-Lactose,24,0.009
Soil_1,Soil,1,0.1,α-D-Lactose,48,0.192
Soil_1,Soil,1,0.1,α-D-Lactose,144,1.026
Soil_1,Soil,1,0.1,D.L -α-Glycerol Phosphate,24,0.01
Soil_1,Soil,1,0.1,D.L -α-Glycerol Phosphate,48,0
Soil_1,Soil,1,0.1,D.L -α-Glycerol Phosphate,144,0
Soil_1,Soil,1,0.1,D-Mallic Acid,24,0.002
Soil_1,Soil,1,0.1,D-Mallic Acid,48,0.086
Soil_1,Soil,1,0.1,D-Mallic Acid,144,0
Soil_1,Soil,1,0.1,Putrescine,24,0.025
Soil_1,Soil,1,0.1,Putrescine,48,0
Soil_1,Soil,1,0.1,Putrescine,144,0
Soil_1,Soil,2,0.001,Water,24,0
Soil_1,Soil,2,0.001,Water,48,0
Soil_1,Soil,2,0.001,Water,144,0
Soil_1,Soil,2,0.001,β-Methyl-D- Glucoside,24,0.004
Soil_1,Soil,2,0.001,β-Methyl-D- Glucoside,48,1.638
Soil_1,Soil,2,0.001,β-Methyl-D- Glucoside,144,1.227
Soil_1,Soil,2,0.001,D-Galactonic Acid γ-Lactone,24,0.008
Soil_1,Soil,2,0.001,D-Galactonic Acid γ-Lactone,48,1.133
Soil_1,Soil,2,0.001,D-Galactonic Acid γ-Lactone,144,1.108
Soil_1,Soil,2,0.001,L-Arginine,24,0.003
Soil_1,Soil,2,0.001,L-Arginine,48,0.14
Soil_1,Soil,2,0.001,L-Arginine,144,1.33
Soil_1,Soil,2,0.001,Pyruvic Acid Methyl Ester,24,0.002
Soil_1,Soil,2,0.001,Pyruvic Acid Methyl Ester,48,1.642
Soil_1,Soil,2,0.001,Pyruvic Acid Methyl Ester,144,2.888
Soil_1,Soil,2,0.001,D-Xylose,24,0.011
Soil_1,Soil,2,0.001,D-Xylose,48,0.237
Soil_1,Soil,2,0.001,D-Xylose,144,0.378
Soil_1,Soil,2,0.001,D-Galacturonic Acid,24,0.047
Soil_1,Soil,2,0.001,D-Galacturonic Acid,48,1.488
Soil_1,Soil,2,0.001,D-Galacturonic Acid,144,1.247
Soil_1,Soil,2,0.001,L-Asparganine,24,0.001
Soil_1,Soil,2,0.001,L-Asparganine,48,2.467
Soil_1,Soil,2,0.001,L-Asparganine,144,2.618
Soil_1,Soil,2,0.001,Tween 40,24,0.123
Soil_1,Soil,2,0.001,Tween 40,48,0.352
Soil_1,Soil,2,0.001,Tween 40,144,2.685
Soil_1,Soil,2,0.001,i-Erythitol,24,0.007
Soil_1,Soil,2,0.001,i-Erythitol,48,0.176
Soil_1,Soil,2,0.001,i-Erythitol,144,1.283
Soil_1,Soil,2,0.001,2-Hydroxy Benzoic Acid,24,0
Soil_1,Soil,2,0.001,2-Hydroxy Benzoic Acid,48,0.013
Soil_1,Soil,2,0.001,2-Hydroxy Benzoic Acid,144,2.649
Soil_1,Soil,2,0.001,L-Phenylalanine,24,0
Soil_1,Soil,2,0.001,L-Phenylalanine,48,0.168
Soil_1,Soil,2,0.001,L-Phenylalanine,144,2.231
Soil_1,Soil,2,0.001,Tween 80,24,0.476
Soil_1,Soil,2,0.001,Tween 80,48,0.367
Soil_1,Soil,2,0.001,Tween 80,144,1.749
Soil_1,Soil,2,0.001,D-Mannitol,24,0.023
Soil_1,Soil,2,0.001,D-Mannitol,48,2.169
Soil_1,Soil,2,0.001,D-Mannitol,144,2.628
Soil_1,Soil,2,0.001,4-Hydroxy Benzoic Acid,24,0.018
Soil_1,Soil,2,0.001,4-Hydroxy Benzoic Acid,48,1.594
Soil_1,Soil,2,0.001,4-Hydroxy Benzoic Acid,144,2.218
Soil_1,Soil,2,0.001,L-Serine,24,0.003
Soil_1,Soil,2,0.001,L-Serine,48,0.934
Soil_1,Soil,2,0.001,L-Serine,144,1.894
Soil_1,Soil,2,0.001,α-Cyclodextrin,24,0.138
Soil_1,Soil,2,0.001,α-Cyclodextrin,48,0
Soil_1,Soil,2,0.001,α-Cyclodextrin,144,2.513
Soil_1,Soil,2,0.001,N-Acetyl-D-Glucosamine,24,0.094
Soil_1,Soil,2,0.001,N-Acetyl-D-Glucosamine,48,2.203
Soil_1,Soil,2,0.001,N-Acetyl-D-Glucosamine,144,2.406
Soil_1,Soil,2,0.001,γ-Hydroxybutyric Acid,24,0.035
Soil_1,Soil,2,0.001,γ-Hydroxybutyric Acid,48,0.703
Soil_1,Soil,2,0.001,γ-Hydroxybutyric Acid,144,0.678
Soil_1,Soil,2,0.001,L-Threonine,24,0.001
Soil_1,Soil,2,0.001,L-Threonine,48,0.006
Soil_1,Soil,2,0.001,L-Threonine,144,2.204
Soil_1,Soil,2,0.001,Glycogen,24,0.184
Soil_1,Soil,2,0.001,Glycogen,48,0.443
Soil_1,Soil,2,0.001,Glycogen,144,2.596
Soil_1,Soil,2,0.001,D-Glucosaminic Acid,24,0.076
Soil_1,Soil,2,0.001,D-Glucosaminic Acid,48,1.411
Soil_1,Soil,2,0.001,D-Glucosaminic Acid,144,1.751
Soil_1,Soil,2,0.001,Itaconic Acid,24,0.029
Soil_1,Soil,2,0.001,Itaconic Acid,48,0.158
Soil_1,Soil,2,0.001,Itaconic Acid,144,2.073
Soil_1,Soil,2,0.001,Glycyl-L-Glutamic Acid,24,0.001
Soil_1,Soil,2,0.001,Glycyl-L-Glutamic Acid,48,0
Soil_1,Soil,2,0.001,Glycyl-L-Glutamic Acid,144,1.941
Soil_1,Soil,2,0.001,D-Cellobiose,24,0.109
Soil_1,Soil,2,0.001,D-Cellobiose,48,2.5
Soil_1,Soil,2,0.001,D-Cellobiose,144,2.432
Soil_1,Soil,2,0.001,Glucose-1-Phosphate,24,0.052
Soil_1,Soil,2,0.001,Glucose-1-Phosphate,48,1.39
Soil_1,Soil,2,0.001,Glucose-1-Phosphate,144,1.462
Soil_1,Soil,2,0.001,α-Ketobutyric Acid,24,0.038
Soil_1,Soil,2,0.001,α-Ketobutyric Acid,48,0.109
Soil_1,Soil,2,0.001,α-Ketobutyric Acid,144,0.95
Soil_1,Soil,2,0.001,Phenylethylamine,24,0.003
Soil_1,Soil,2,0.001,Phenylethylamine,48,0.138
Soil_1,Soil,2,0.001,Phenylethylamine,144,0.131
Soil_1,Soil,2,0.001,α-D-Lactose,24,0.009
Soil_1,Soil,2,0.001,α-D-Lactose,48,0
Soil_1,Soil,2,0.001,α-D-Lactose,144,2.343
Soil_1,Soil,2,0.001,D.L -α-Glycerol Phosphate,24,0.01
Soil_1,Soil,2,0.001,D.L -α-Glycerol Phosphate,48,0.074
Soil_1,Soil,2,0.001,D.L -α-Glycerol Phosphate,144,0.036
Soil_1,Soil,2,0.001,D-Mallic Acid,24,0.002
Soil_1,Soil,2,0.001,D-Mallic Acid,48,0
Soil_1,Soil,2,0.001,D-Mallic Acid,144,0.692
Soil_1,Soil,2,0.001,Putrescine,24,0.025
Soil_1,Soil,2,0.001,Putrescine,48,0.599
Soil_1,Soil,2,0.001,Putrescine,144,0.538
Soil_1,Soil,2,0.01,Water,24,0
Soil_1,Soil,2,0.01,Water,48,0
Soil_1,Soil,2,0.01,Water,144,0
Soil_1,Soil,2,0.01,β-Methyl-D- Glucoside,24,0
Soil_1,Soil,2,0.01,β-Methyl-D- Glucoside,48,1.06
Soil_1,Soil,2,0.01,β-Methyl-D- Glucoside,144,1.059
Soil_1,Soil,2,0.01,D-Galactonic Acid γ-Lactone,24,0
Soil_1,Soil,2,0.01,D-Galactonic Acid γ-Lactone,48,0.825
Soil_1,Soil,2,0.01,D-Galactonic Acid γ-Lactone,144,0.996
Soil_1,Soil,2,0.01,L-Arginine,24,0
Soil_1,Soil,2,0.01,L-Arginine,48,1.348
Soil_1,Soil,2,0.01,L-Arginine,144,1.65
Soil_1,Soil,2,0.01,Pyruvic Acid Methyl Ester,24,0.053
Soil_1,Soil,2,0.01,Pyruvic Acid Methyl Ester,48,1.473
Soil_1,Soil,2,0.01,Pyruvic Acid Methyl Ester,144,1.876
Soil_1,Soil,2,0.01,D-Xylose,24,0.021
Soil_1,Soil,2,0.01,D-Xylose,48,1.437
