population,topography,substrate,emergence
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,FALSE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,STEEP,cryptobiotic,TRUE
whitedome,STEEP,large gravel,TRUE
whitedome,STEEP,small gravel,TRUE
whitedome,STEEP,gypsum,FALSE
whitedome,STEEP,plant,FALSE
whitedome,STEEP,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,FALSE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,TRUE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,FALSE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,STEEP,cryptobiotic,TRUE
whitedome,STEEP,large gravel,TRUE
whitedome,STEEP,small gravel,FALSE
whitedome,STEEP,gypsum,FALSE
whitedome,STEEP,plant,FALSE
whitedome,STEEP,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,FALSE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,TRUE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,FALSE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,FALSE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,FALSE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,FALSE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,FALSE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
